application_id,subject_id,app_date,region_code,product_code,lender_code,channel,requested_amount,tenor_months,decision
APP00023794,SUBJ000147520,2025-12-28,KALTIM,KPR,FIN002,Partner,875380000,48,APPROVE
APP00023795,SUBJ000560606,2026-04-22,DKI,KPR,FIN002,Partner,684640000,24,REVIEW
APP00023796,SUBJ000287877,2026-06-10,DKI,CC,FIN006,Web,7250000,24,REJECT
APP00023797,SUBJ000976575,2026-05-08,JATIM,CC,FIN004,Partner,25820000,36,APPROVE
APP00023798,SUBJ000626854,2026-04-11,SULSEL,KPR,FIN004,Branch,478480000,24,APPROVE
APP00023799,SUBJ000882297,2026-05-20,LAMPUNG,MODAL,FIN001,Mobile App,193520000,12,REJECT
APP00023800,SUBJ000119204,2026-04-21,SUMUT,BNPL,FIN004,Branch,5130000,60,APPROVE
APP00023801,SUBJ000042427,2025-03-08,DKI,CC,FIN004,Mobile App,9910000,12,REVIEW
APP00023802,SUBJ000358075,2026-02-02,SULSEL,KKB,BNK004,Web,329720000,60,APPROVE
APP00023803,SUBJ000707405,2025-11-18,KALTIM,KTA,BNK001,Web,62150000,36,REJECT
APP00023804,SUBJ000593503,2025-03-14,JATIM,FINTECH,FIN003,Mobile App,7480000,6,APPROVE
APP00023805,SUBJ000992199,2025-03-24,SULSEL,KKB,BNK004,Branch,87500000,48,APPROVE
APP00023806,SUBJ000053367,2025-05-18,JABAR,CC,FIN004,Branch,23890000,3,REVIEW
APP00023807,SUBJ000604193,2026-03-05,JATIM,MODAL,BNK002,Web,166840000,3,APPROVE
APP00023808,SUBJ000830372,2025-07-16,DKI,BNPL,FIN006,Agent,4380000,3,APPROVE
APP00023809,SUBJ000666434,2025-02-19,KALTIM,BNPL,FIN001,Mobile App,2010000,60,APPROVE
APP00023810,SUBJ000262818,2026-05-10,JATIM,KTA,FIN002,Mobile App,22320000,36,REJECT
APP00023811,SUBJ000750155,2025-06-24,BANTEN,KTA,BNK004,Mobile App,79800000,3,APPROVE
APP00023812,SUBJ000716254,2025-01-14,SULSEL,FINTECH,BNK004,Mobile App,5310000,3,REJECT
APP00023813,SUBJ000200985,2026-01-19,SUMUT,KTA,FIN002,Mobile App,63690000,48,REVIEW
APP00023814,SUBJ000028036,2025-10-14,JATIM,BNPL,BNK003,Agent,1280000,36,REJECT
APP00023815,SUBJ000974021,2025-06-16,MALUKU,FINTECH,BNK006,Mobile App,6060000,3,APPROVE
APP00023816,SUBJ000861555,2025-05-25,SUMUT,CC,BNK001,Branch,19190000,180,APPROVE
APP00023817,SUBJ000460777,2026-04-06,JATENG,FINTECH,BNK002,Web,11400000,48,APPROVE
APP00023818,SUBJ000334016,2025-12-04,SULSEL,KPR,FIN004,Mobile App,252280000,6,APPROVE
APP00023819,SUBJ000747487,2025-01-12,YOGYA,MODAL,FIN004,Web,119210000,36,APPROVE
APP00023820,SUBJ000781032,2026-03-18,SULSEL,KPR,BNK004,Web,392160000,6,APPROVE
APP00023821,SUBJ000404788,2025-06-19,JATIM,CC,BNK005,Web,6680000,3,REJECT
APP00023822,SUBJ000178078,2025-09-17,RIAU,KPR,BNK001,Web,412190000,60,APPROVE
APP00023823,SUBJ000003210,2025-03-27,RIAU,CC,BNK001,Web,21690000,120,APPROVE
APP00023824,SUBJ000193079,2025-02-20,LAMPUNG,KPR,FIN004,Mobile App,671240000,180,APPROVE
APP00023825,SUBJ000867810,2025-02-02,KALTIM,MODAL,FIN005,Partner,180140000,180,REJECT
APP00023826,SUBJ000911346,2026-06-25,DKI,CC,BNK003,Branch,23030000,6,APPROVE
APP00023827,SUBJ000962798,2025-09-21,LAMPUNG,KTA,BNK001,Mobile App,88570000,180,REJECT
APP00023828,SUBJ000103980,2026-01-17,JABAR,MODAL,BNK001,Branch,203010000,180,REJECT
APP00023829,SUBJ000214957,2025-02-01,JATIM,FINTECH,FIN003,Web,10470000,12,APPROVE
APP00023830,SUBJ000223367,2025-01-25,KALBAR,KKB,BNK003,Web,99110000,180,REJECT
APP00023831,SUBJ000672336,2026-05-13,LAMPUNG,BNPL,FIN001,Mobile App,5340000,48,REJECT
APP00023832,SUBJ000304858,2026-02-06,MALUKU,KTA,BNK003,Mobile App,81260000,12,REVIEW
APP00023833,SUBJ000397545,2025-06-02,NTB,MODAL,FIN005,Mobile App,93750000,36,REJECT
APP00023834,SUBJ000888331,2025-01-11,SULSEL,KKB,BNK003,Mobile App,147860000,48,APPROVE
APP00023835,SUBJ000168399,2025-02-18,BALI,KKB,BNK002,Mobile App,170380000,6,APPROVE
APP00023836,SUBJ000258017,2025-07-12,SULSEL,MODAL,FIN002,Web,110790000,12,APPROVE
APP00023837,SUBJ000340951,2026-01-19,KALTIM,BNPL,BNK004,Mobile App,2970000,36,REJECT
APP00023838,SUBJ000736793,2025-02-23,BALI,CC,FIN005,Agent,21990000,36,APPROVE
APP00023839,SUBJ000974092,2025-02-26,YOGYA,CC,BNK004,Branch,18070000,48,APPROVE
APP00023840,SUBJ000332185,2025-02-26,KALTIM,CC,BNK005,Agent,18340000,24,REVIEW
APP00023841,SUBJ000700838,2026-02-10,JATIM,KTA,FIN002,Partner,62470000,36,REJECT
APP00023842,SUBJ000812129,2025-08-29,SUMUT,FINTECH,FIN006,Partner,5960000,6,APPROVE
APP00023843,SUBJ000406130,2025-10-20,KALTIM,CC,FIN003,Branch,11850000,60,APPROVE
APP00023844,SUBJ000080964,2026-04-18,SUMUT,KKB,FIN005,Branch,203210000,6,APPROVE
APP00023845,SUBJ000321697,2025-09-09,RIAU,BNPL,FIN001,Mobile App,4160000,120,REJECT
APP00023846,SUBJ000099620,2026-03-23,SUMUT,KPR,BNK004,Mobile App,746780000,60,APPROVE
APP00023847,SUBJ000174261,2026-02-17,BANTEN,KTA,FIN001,Partner,66870000,12,APPROVE
APP00023848,SUBJ000759123,2026-05-13,PAPUA,CC,FIN002,Web,13530000,48,APPROVE
APP00023849,SUBJ000295483,2026-05-19,RIAU,KKB,FIN006,Mobile App,92570000,120,APPROVE
APP00023850,SUBJ000853347,2025-02-09,JATIM,BNPL,FIN006,Partner,4200000,48,REVIEW
APP00023851,SUBJ000242151,2025-03-29,YOGYA,MODAL,BNK005,Mobile App,238540000,3,REJECT
APP00023852,SUBJ000437162,2025-03-22,JATENG,BNPL,BNK004,Branch,2980000,48,APPROVE
APP00023853,SUBJ000226221,2025-04-08,SULUT,FINTECH,BNK006,Partner,4750000,36,APPROVE
APP00023854,SUBJ000633397,2026-06-21,SUMUT,CC,BNK004,Mobile App,26910000,12,REJECT
APP00023855,SUBJ000192433,2025-09-07,DKI,KTA,FIN006,Mobile App,30220000,36,REVIEW
APP00023856,SUBJ000938388,2025-04-11,JATIM,KTA,FIN005,Partner,33220000,36,REJECT
APP00023857,SUBJ000827098,2025-12-07,PAPUA,KKB,BNK005,Agent,152510000,120,REVIEW
APP00023858,SUBJ000411921,2026-06-30,SULUT,KPR,BNK005,Web,740860000,48,REJECT
APP00023859,SUBJ000287566,2026-05-20,DKI,FINTECH,BNK004,Mobile App,13280000,180,REVIEW
APP00023860,SUBJ000991087,2026-06-10,DKI,BNPL,FIN004,Branch,1890000,12,APPROVE
APP00023861,SUBJ000809797,2025-12-26,BALI,CC,BNK005,Mobile App,18270000,180,APPROVE
APP00023862,SUBJ000545347,2025-05-04,JATIM,KTA,BNK005,Mobile App,63350000,3,APPROVE
APP00023863,SUBJ000495532,2026-04-01,JATIM,BNPL,BNK003,Branch,2600000,6,REVIEW
APP00023864,SUBJ000913462,2026-03-05,LAMPUNG,MODAL,BNK001,Web,181180000,36,REVIEW
APP00023865,SUBJ000612992,2026-05-02,SUMUT,FINTECH,FIN005,Web,9540000,60,APPROVE
APP00023866,SUBJ000347736,2025-09-10,KALTIM,FINTECH,BNK006,Branch,9570000,180,REJECT
APP00023867,SUBJ000026063,2025-07-29,LAMPUNG,KTA,FIN001,Branch,82570000,24,APPROVE
APP00023868,SUBJ000008850,2025-09-27,LAMPUNG,BNPL,FIN005,Mobile App,4700000,180,APPROVE
APP00023869,SUBJ000840347,2025-04-17,KALBAR,MODAL,BNK002,Mobile App,74890000,3,APPROVE
APP00023870,SUBJ000706199,2025-02-08,RIAU,KPR,FIN002,Partner,849720000,12,REJECT
APP00023871,SUBJ000066353,2026-06-26,SUMSEL,KTA,FIN005,Mobile App,21840000,6,REVIEW
APP00023872,SUBJ000708420,2026-06-12,RIAU,KPR,BNK005,Mobile App,457550000,36,APPROVE
APP00023873,SUBJ000639067,2026-01-26,LAMPUNG,CC,BNK006,Web,25170000,12,REJECT
APP00023874,SUBJ000833341,2025-01-21,LAMPUNG,CC,FIN003,Mobile App,13190000,6,APPROVE
APP00023875,SUBJ000222516,2025-03-28,RIAU,KPR,BNK004,Web,794270000,48,APPROVE
APP00023876,SUBJ000629084,2025-02-02,KALTIM,KKB,BNK001,Branch,80840000,6,REVIEW
APP00023877,SUBJ000647899,2025-09-25,SULSEL,BNPL,BNK002,Web,4570000,36,REJECT
APP00023878,SUBJ000719620,2026-04-29,DKI,BNPL,FIN002,Agent,4760000,6,APPROVE
APP00023879,SUBJ000783667,2025-06-13,LAMPUNG,KTA,FIN005,Web,89580000,36,REVIEW
APP00023880,SUBJ000547679,2025-09-20,KALTIM,FINTECH,FIN004,Branch,13580000,120,APPROVE
APP00023881,SUBJ000114296,2025-04-04,YOGYA,BNPL,FIN005,Branch,3890000,48,REVIEW
APP00023882,SUBJ000532717,2025-06-25,KALTIM,KKB,FIN003,Mobile App,172880000,60,APPROVE
APP00023883,SUBJ000976617,2025-04-25,SULUT,CC,FIN005,Mobile App,18370000,60,APPROVE
APP00023884,SUBJ000245875,2026-01-12,NTB,FINTECH,BNK001,Mobile App,12670000,6,APPROVE
APP00023885,SUBJ000824427,2026-06-28,JATIM,KTA,BNK004,Partner,62200000,48,REJECT
APP00023886,SUBJ000752070,2025-07-17,RIAU,FINTECH,BNK002,Agent,4490000,36,APPROVE
APP00023887,SUBJ000600209,2026-04-08,JATIM,MODAL,BNK002,Mobile App,134840000,6,REJECT
APP00023888,SUBJ000077701,2025-12-10,BALI,BNPL,FIN001,Web,4790000,120,REJECT
APP00023889,SUBJ000583501,2025-05-13,JATIM,KKB,FIN004,Mobile App,276620000,60,REVIEW
APP00023890,SUBJ000162105,2026-04-06,DKI,KTA,FIN001,Partner,77730000,36,APPROVE
APP00023891,SUBJ000631318,2026-04-02,SULSEL,MODAL,BNK003,Mobile App,172140000,60,REVIEW
APP00023892,SUBJ000457335,2025-09-24,BALI,CC,FIN004,Mobile App,10070000,36,REJECT
APP00023893,SUBJ000401623,2025-07-17,JATIM,FINTECH,BNK003,Web,6650000,12,APPROVE
APP00023894,SUBJ000229216,2025-06-01,KALBAR,FINTECH,BNK001,Web,12650000,180,REVIEW
APP00023895,SUBJ000930665,2026-01-19,SUMUT,CC,FIN004,Mobile App,19820000,24,APPROVE
APP00023896,SUBJ000908886,2025-04-15,MALUKU,KTA,BNK002,Mobile App,32470000,36,REJECT
APP00023897,SUBJ000932987,2026-01-25,DKI,CC,FIN003,Mobile App,7530000,24,REJECT
APP00023898,SUBJ000598448,2025-01-29,SUMUT,KKB,FIN003,Mobile App,178060000,3,APPROVE
APP00023899,SUBJ000497753,2025-06-05,KALTIM,KTA,FIN002,Mobile App,64930000,120,APPROVE
APP00023900,SUBJ000690148,2025-06-14,SULSEL,BNPL,BNK003,Web,3580000,36,REJECT
APP00023901,SUBJ000260961,2026-03-27,KALTIM,FINTECH,BNK001,Branch,4110000,48,REVIEW
APP00023902,SUBJ000972591,2026-05-29,KALBAR,CC,BNK004,Branch,16100000,36,APPROVE
APP00023903,SUBJ000951860,2025-09-14,RIAU,KTA,BNK001,Mobile App,64750000,6,REJECT
APP00023904,SUBJ000026445,2026-01-08,YOGYA,FINTECH,BNK005,Branch,10560000,120,APPROVE
APP00023905,SUBJ000545019,2026-06-12,SULUT,MODAL,FIN004,Mobile App,199530000,60,REJECT
APP00023906,SUBJ000173886,2025-04-14,JATIM,CC,FIN001,Web,7990000,120,APPROVE
APP00023907,SUBJ000802375,2025-03-01,RIAU,CC,FIN005,Agent,8940000,48,REJECT
APP00023908,SUBJ000054131,2025-02-02,BANTEN,KTA,BNK001,Mobile App,80380000,36,REJECT
APP00023909,SUBJ000253556,2026-01-28,RIAU,MODAL,FIN002,Mobile App,143390000,6,APPROVE
APP00023910,SUBJ000843812,2025-09-18,SUMUT,KTA,BNK006,Branch,25640000,6,REJECT
APP00023911,SUBJ000811878,2025-07-27,SULSEL,KTA,BNK001,Branch,79110000,120,APPROVE
APP00023912,SUBJ000924215,2025-12-22,JATENG,CC,BNK005,Mobile App,11160000,12,APPROVE
APP00023913,SUBJ000165812,2025-06-19,JATIM,CC,BNK006,Partner,12740000,120,APPROVE
APP00023914,SUBJ000509984,2025-11-20,RIAU,FINTECH,FIN002,Web,12990000,36,APPROVE
APP00023915,SUBJ000030546,2025-08-21,RIAU,KTA,FIN002,Mobile App,60230000,48,REVIEW
APP00023916,SUBJ000124961,2025-12-01,SULSEL,BNPL,BNK001,Mobile App,2100000,48,APPROVE
APP00023917,SUBJ000295677,2026-05-12,PAPUA,BNPL,FIN006,Partner,3010000,180,APPROVE
APP00023918,SUBJ000316537,2025-04-13,LAMPUNG,MODAL,BNK006,Mobile App,265900000,120,REJECT
APP00023919,SUBJ000854766,2026-05-27,LAMPUNG,BNPL,BNK004,Branch,3200000,48,APPROVE
APP00023920,SUBJ000605197,2025-03-31,LAMPUNG,KTA,BNK001,Web,65090000,48,APPROVE
APP00023921,SUBJ000209374,2026-03-15,SULUT,BNPL,BNK006,Web,3950000,120,APPROVE
APP00023922,SUBJ000260348,2025-03-20,SULSEL,KTA,FIN001,Mobile App,58990000,48,APPROVE
APP00023923,SUBJ000567287,2025-06-30,RIAU,KTA,BNK001,Mobile App,55960000,6,APPROVE
APP00023924,SUBJ000007598,2025-10-30,BALI,KKB,FIN006,Mobile App,324510000,36,REJECT
APP00023925,SUBJ000467967,2025-11-16,DKI,KKB,BNK001,Branch,103110000,24,APPROVE
APP00023926,SUBJ000931246,2025-05-06,DKI,CC,BNK005,Partner,17010000,180,APPROVE
APP00023927,SUBJ000205513,2025-04-18,SUMUT,KTA,FIN005,Mobile App,76030000,180,REVIEW
APP00023928,SUBJ000596011,2026-03-11,KALTIM,BNPL,BNK005,Agent,2420000,60,REJECT
APP00023929,SUBJ000304469,2025-02-10,SUMUT,BNPL,FIN001,Mobile App,2410000,180,APPROVE
APP00023930,SUBJ000509244,2025-01-20,DKI,FINTECH,FIN002,Mobile App,4750000,6,REJECT
APP00023931,SUBJ000088966,2026-02-09,RIAU,MODAL,FIN001,Web,76890000,60,REJECT
APP00023932,SUBJ000307314,2026-03-27,SULUT,FINTECH,BNK001,Mobile App,11200000,3,REJECT
APP00023933,SUBJ000642591,2025-06-25,SUMUT,KTA,BNK005,Web,27090000,3,REVIEW
APP00023934,SUBJ000225696,2025-10-19,KALBAR,FINTECH,FIN005,Mobile App,13610000,48,APPROVE
APP00023935,SUBJ000687912,2025-09-15,SUMSEL,CC,BNK002,Branch,8940000,6,APPROVE
APP00023936,SUBJ000290437,2025-08-28,SUMUT,FINTECH,BNK001,Mobile App,11130000,180,APPROVE
APP00023937,SUBJ000436289,2026-01-13,SUMUT,FINTECH,FIN002,Web,10590000,60,REJECT
APP00023938,SUBJ000365719,2026-06-10,JATIM,CC,BNK001,Branch,20210000,120,REVIEW
APP00023939,SUBJ000603959,2025-02-18,SUMSEL,KTA,FIN002,Agent,24170000,180,REJECT
APP00023940,SUBJ000037544,2026-01-26,KALTIM,FINTECH,FIN001,Mobile App,4690000,24,APPROVE
APP00023941,SUBJ000023582,2025-12-28,SULSEL,KPR,FIN004,Web,471710000,12,REJECT
APP00023942,SUBJ000169146,2025-09-25,DKI,KTA,FIN001,Agent,21030000,3,REVIEW
APP00023943,SUBJ000219805,2025-12-25,JATIM,FINTECH,FIN004,Agent,5780000,60,APPROVE
APP00023944,SUBJ000538850,2025-08-08,BALI,KTA,BNK003,Web,21730000,36,APPROVE
APP00023945,SUBJ000551894,2025-11-30,JATIM,CC,FIN006,Mobile App,19820000,3,APPROVE
APP00023946,SUBJ000361463,2025-02-22,RIAU,CC,FIN006,Branch,18390000,60,APPROVE
APP00023947,SUBJ000165060,2025-12-09,JATIM,MODAL,BNK002,Mobile App,102900000,120,APPROVE
APP00023948,SUBJ000724279,2025-06-14,SULSEL,FINTECH,BNK002,Mobile App,10160000,24,APPROVE
APP00023949,SUBJ000741811,2025-06-29,LAMPUNG,BNPL,BNK002,Web,1680000,60,REVIEW
APP00023950,SUBJ000469384,2025-07-09,LAMPUNG,KKB,BNK006,Branch,199850000,60,APPROVE
APP00023951,SUBJ000314919,2025-10-28,LAMPUNG,KTA,BNK001,Mobile App,37110000,60,APPROVE
APP00023952,SUBJ000599683,2026-02-11,KALTIM,CC,BNK002,Agent,10460000,180,APPROVE
APP00023953,SUBJ000421515,2025-09-12,RIAU,FINTECH,BNK001,Partner,14300000,48,APPROVE
APP00023954,SUBJ000337359,2025-07-03,JATIM,KPR,BNK003,Partner,533670000,36,APPROVE
APP00023955,SUBJ000609725,2025-10-05,RIAU,FINTECH,BNK003,Branch,4600000,120,APPROVE
APP00023956,SUBJ000099620,2026-05-20,LAMPUNG,CC,FIN005,Web,22520000,180,REVIEW
APP00023957,SUBJ000620223,2025-12-07,JABAR,KKB,FIN006,Mobile App,286940000,3,APPROVE
APP00023958,SUBJ000856679,2026-04-28,SULUT,KTA,BNK004,Mobile App,80150000,6,APPROVE
APP00023959,SUBJ000560524,2025-02-20,SUMUT,CC,BNK006,Web,24790000,6,REVIEW
APP00023960,SUBJ000234518,2026-01-09,SULSEL,KTA,FIN004,Web,59130000,24,APPROVE
APP00023961,SUBJ000189707,2025-05-25,YOGYA,FINTECH,BNK001,Mobile App,13880000,36,REJECT
APP00023962,SUBJ000043369,2025-06-27,SULUT,CC,BNK006,Branch,6950000,120,APPROVE
APP00023963,SUBJ000787944,2026-05-01,SULUT,CC,FIN005,Web,10120000,180,REJECT
APP00023964,SUBJ000261244,2025-08-24,KALTIM,BNPL,FIN003,Mobile App,4830000,60,REJECT
APP00023965,SUBJ000196083,2025-03-30,RIAU,BNPL,BNK005,Mobile App,3570000,180,REVIEW
APP00023966,SUBJ000769721,2025-11-24,YOGYA,KTA,FIN006,Mobile App,30300000,120,APPROVE
APP00023967,SUBJ000775430,2025-03-18,SULSEL,KTA,BNK003,Branch,39300000,24,APPROVE
APP00023968,SUBJ000043461,2025-04-21,MALUKU,BNPL,BNK003,Mobile App,4990000,180,REVIEW
APP00023969,SUBJ000928067,2025-06-05,RIAU,KKB,FIN006,Mobile App,343270000,48,APPROVE
APP00023970,SUBJ000651529,2025-03-26,LAMPUNG,FINTECH,BNK006,Agent,6910000,120,APPROVE
APP00023971,SUBJ000664472,2025-06-12,SUMUT,FINTECH,FIN003,Mobile App,3880000,36,APPROVE
APP00023972,SUBJ000941804,2025-09-06,SULUT,FINTECH,BNK003,Mobile App,8050000,120,REVIEW
APP00023973,SUBJ000179168,2025-01-14,JATIM,FINTECH,FIN001,Agent,8600000,60,APPROVE
APP00023974,SUBJ000166504,2025-02-09,RIAU,MODAL,BNK002,Web,125420000,6,APPROVE
APP00023975,SUBJ000776041,2025-06-04,SUMUT,KKB,FIN005,Web,176800000,12,APPROVE
APP00023976,SUBJ000554833,2025-12-02,DKI,KTA,BNK004,Branch,63290000,120,REJECT
APP00023977,SUBJ000085805,2025-10-25,KALBAR,KTA,FIN003,Mobile App,30380000,24,REVIEW
APP00023978,SUBJ000731805,2026-06-05,SULSEL,KTA,FIN003,Mobile App,26720000,120,REJECT
APP00023979,SUBJ000033176,2026-06-02,DKI,BNPL,BNK006,Web,2890000,3,APPROVE
APP00023980,SUBJ000946009,2026-04-18,LAMPUNG,KTA,BNK002,Partner,77590000,120,APPROVE
APP00023981,SUBJ000789720,2025-11-09,SULUT,FINTECH,BNK005,Mobile App,13830000,3,APPROVE
APP00023982,SUBJ000414825,2026-02-13,JATIM,MODAL,FIN001,Branch,98480000,48,APPROVE
APP00023983,SUBJ000269773,2025-07-16,RIAU,KTA,BNK004,Agent,52760000,12,APPROVE
APP00023984,SUBJ000221575,2025-10-13,LAMPUNG,FINTECH,BNK001,Mobile App,4060000,12,APPROVE
APP00023985,SUBJ000789591,2025-10-01,SULSEL,FINTECH,FIN003,Mobile App,11870000,3,APPROVE
APP00023986,SUBJ000318474,2025-04-22,JATENG,CC,FIN005,Agent,16090000,24,APPROVE
APP00023987,SUBJ000015270,2025-04-20,RIAU,KTA,BNK005,Branch,29060000,6,APPROVE
APP00023988,SUBJ000639619,2025-12-01,DKI,MODAL,FIN002,Partner,80960000,60,REJECT
APP00023989,SUBJ000285282,2025-08-16,JATIM,KTA,FIN001,Branch,24050000,6,APPROVE
APP00023990,SUBJ000794362,2025-07-12,SULSEL,BNPL,FIN002,Agent,2260000,180,APPROVE
APP00023991,SUBJ000692441,2025-07-17,SULSEL,BNPL,BNK005,Web,2510000,180,APPROVE
APP00023992,SUBJ000510103,2026-03-07,KALTIM,FINTECH,BNK004,Mobile App,12810000,180,APPROVE
APP00023993,SUBJ000015239,2025-09-21,YOGYA,KTA,BNK001,Mobile App,33450000,60,APPROVE
APP00023994,SUBJ000404326,2025-03-24,KALTIM,FINTECH,BNK003,Mobile App,7920000,3,APPROVE
APP00023995,SUBJ000733559,2025-10-27,JATIM,CC,BNK002,Web,6490000,60,APPROVE
APP00023996,SUBJ000091538,2025-06-06,KALTIM,FINTECH,FIN006,Branch,10670000,60,APPROVE
APP00023997,SUBJ000134639,2025-01-26,DKI,KTA,FIN005,Web,72230000,24,REVIEW
APP00023998,SUBJ000630185,2025-07-18,LAMPUNG,CC,FIN003,Mobile App,6420000,48,REVIEW
APP00023999,SUBJ000462150,2025-07-27,SUMUT,KKB,BNK002,Mobile App,204440000,24,APPROVE
APP00024000,SUBJ000031032,2025-08-20,LAMPUNG,KPR,FIN002,Web,605320000,180,REVIEW
APP00024001,SUBJ000045673,2026-04-02,KALTIM,KTA,BNK006,Branch,72540000,48,APPROVE
APP00024002,SUBJ000975776,2025-10-10,LAMPUNG,KTA,FIN003,Mobile App,24350000,24,APPROVE
APP00024003,SUBJ000926110,2025-01-06,SULSEL,KKB,BNK003,Web,160860000,36,APPROVE
APP00024004,SUBJ000481349,2025-02-15,KALBAR,BNPL,BNK003,Partner,5190000,48,REJECT
APP00024005,SUBJ000677666,2025-01-29,DKI,KTA,FIN003,Agent,32210000,6,APPROVE
APP00024006,SUBJ000315148,2026-05-15,JABAR,KKB,BNK003,Branch,320930000,180,REVIEW
APP00024007,SUBJ000011301,2025-09-22,JABAR,BNPL,BNK001,Web,4020000,12,APPROVE
APP00024008,SUBJ000956764,2025-08-04,KALTIM,FINTECH,FIN005,Branch,14080000,36,REJECT
APP00024009,SUBJ000529409,2025-12-28,RIAU,FINTECH,FIN004,Branch,14280000,180,APPROVE
APP00024010,SUBJ000601571,2025-08-09,LAMPUNG,KTA,BNK006,Mobile App,45220000,6,APPROVE
APP00024011,SUBJ000322663,2025-01-24,SUMUT,KTA,BNK001,Agent,38050000,180,REJECT
APP00024012,SUBJ000395155,2025-08-17,LAMPUNG,CC,BNK004,Branch,15390000,60,REJECT
APP00024013,SUBJ000354113,2025-07-10,SULSEL,FINTECH,BNK002,Agent,9380000,120,REJECT
APP00024014,SUBJ000004046,2025-03-08,SULSEL,CC,BNK003,Mobile App,9960000,24,APPROVE
APP00024015,SUBJ000028012,2026-03-20,LAMPUNG,FINTECH,FIN006,Mobile App,8600000,48,APPROVE
APP00024016,SUBJ000325985,2025-01-06,LAMPUNG,KTA,BNK006,Branch,49490000,180,REJECT
APP00024017,SUBJ000499098,2025-06-09,LAMPUNG,KTA,FIN005,Agent,42620000,3,APPROVE
APP00024018,SUBJ000819422,2026-05-03,KALTIM,KKB,BNK001,Branch,342460000,48,APPROVE
APP00024019,SUBJ000931079,2026-06-13,DKI,KTA,BNK001,Partner,86710000,3,APPROVE
APP00024020,SUBJ000869457,2026-02-23,LAMPUNG,KTA,FIN006,Mobile App,26440000,12,REVIEW
APP00024021,SUBJ000667918,2026-01-06,LAMPUNG,KTA,FIN006,Branch,40880000,3,APPROVE
APP00024022,SUBJ000381052,2025-09-12,DKI,BNPL,FIN006,Branch,3360000,48,APPROVE
APP00024023,SUBJ000882305,2026-01-23,DKI,KPR,FIN006,Branch,633230000,12,APPROVE
APP00024024,SUBJ000645765,2026-03-19,SUMUT,KKB,BNK002,Web,98060000,36,APPROVE
APP00024025,SUBJ000752723,2025-06-06,SULSEL,CC,BNK005,Mobile App,11250000,6,REJECT
APP00024026,SUBJ000783297,2026-05-20,SUMSEL,BNPL,FIN003,Branch,3420000,12,APPROVE
APP00024027,SUBJ000278500,2025-07-15,BALI,FINTECH,BNK002,Branch,9580000,180,REJECT
APP00024028,SUBJ000647319,2025-04-08,KALTIM,KKB,BNK003,Partner,310850000,3,APPROVE
APP00024029,SUBJ000901646,2025-06-09,BANTEN,KPR,FIN002,Branch,434500000,60,APPROVE
APP00024030,SUBJ000644653,2025-11-25,SULSEL,CC,BNK004,Mobile App,26730000,180,REJECT
APP00024031,SUBJ000446982,2026-03-22,SUMUT,KTA,BNK002,Mobile App,24370000,60,REJECT
APP00024032,SUBJ000427571,2025-08-29,BANTEN,BNPL,BNK005,Mobile App,3080000,12,APPROVE
APP00024033,SUBJ000738962,2026-03-05,DKI,MODAL,BNK003,Mobile App,152200000,60,APPROVE
APP00024034,SUBJ000578028,2025-03-02,SULUT,FINTECH,BNK005,Branch,7240000,180,APPROVE
APP00024035,SUBJ000782521,2025-03-18,JATIM,KTA,FIN001,Agent,72850000,12,APPROVE
APP00024036,SUBJ000391489,2025-09-09,BALI,KTA,BNK002,Web,24070000,48,APPROVE
APP00024037,SUBJ000373593,2026-05-15,SULSEL,KTA,BNK004,Branch,34150000,120,REVIEW
APP00024038,SUBJ000184295,2025-02-08,KALBAR,KTA,BNK006,Web,26460000,180,APPROVE
APP00024039,SUBJ000797429,2025-04-25,RIAU,BNPL,FIN001,Mobile App,2500000,120,APPROVE
APP00024040,SUBJ000847251,2026-05-13,NTB,KPR,BNK003,Partner,636340000,48,APPROVE
APP00024041,SUBJ000422345,2026-04-22,BANTEN,KTA,FIN006,Branch,51050000,6,REJECT
APP00024042,SUBJ000615058,2025-01-13,DKI,KTA,BNK006,Mobile App,79830000,180,APPROVE
APP00024043,SUBJ000590347,2025-09-16,SUMUT,FINTECH,BNK005,Branch,8540000,60,APPROVE
APP00024044,SUBJ000102047,2026-04-25,JATIM,FINTECH,FIN001,Branch,3760000,36,APPROVE
APP00024045,SUBJ000433772,2026-01-04,DKI,MODAL,FIN002,Branch,201440000,180,REVIEW
APP00024046,SUBJ000973200,2025-01-07,SULUT,KTA,FIN004,Mobile App,88280000,24,REVIEW
APP00024047,SUBJ000129438,2026-03-12,DKI,KPR,FIN004,Web,678200000,3,APPROVE
APP00024048,SUBJ000517879,2025-05-19,LAMPUNG,BNPL,FIN005,Partner,3870000,120,REJECT
APP00024049,SUBJ000754164,2025-12-26,SULSEL,FINTECH,FIN005,Branch,8880000,60,REVIEW
APP00024050,SUBJ000200601,2025-11-27,JATIM,BNPL,BNK005,Branch,2410000,6,REJECT
APP00024051,SUBJ000980920,2026-03-22,RIAU,BNPL,FIN002,Mobile App,2290000,36,REVIEW
APP00024052,SUBJ000523956,2025-02-19,BANTEN,KKB,FIN006,Branch,345750000,180,REJECT
APP00024053,SUBJ000645899,2025-11-27,LAMPUNG,KTA,FIN003,Agent,35550000,180,APPROVE
APP00024054,SUBJ000327060,2025-03-07,KALTIM,BNPL,BNK001,Web,4840000,60,REVIEW
